Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
68f89489-0460-4e20-b878-7c432907bafc,0.20238608530715,0,0.358502175151112,0.0828446802144591,0,0.14991319020925,0.0323460000518964,0.0876396822429345,0.0359331213802886,0,0,0.0626811542196615,0.0440277848045521,0.0155488227910711,0.0300172950650049,0.216831520223396,0.0139927003226423,0.000958469600514682,0.155055731692591,0,0,0.0114280054088918,0,0.559135919368561,0.831083288447277,1.50010641868542
994570f9-404b-471c-a5c3-78e59480dd44,0.0229676266173946,0.0163665612831723,0.160827957912138,0.125648502831057,0,0.118627560594514,0,0.0442463487391001,0.0365896847207134,0,0.0350902065857579,0.0461375873551277,0.0423570455238351,0.105281951780921,0.0897613788702634,0.113200984343454,0.0071682161828049,0,0.191529698170786,0,0,0,0,0.388532837712827,0.920722804708022,1.15580131151104
5324e01d-69f5-4979-903b-7644f3236ee0,0.0582322787806962,0.0200869074672273,0.00495837949931948,0.052398492255231,0,0.0670561969397014,0.0167543210691338,0.0746003223415666,0.0193138583731838,0,0.119379972060611,0,0,0.201449298919152,0.0305049842342213,0.115524202380423,0,0.0378142118531788,0.069532510414449,0.0111286344636309,0,0.0115252090474765,0,0.335585708717464,0.945160924963972,0.910259780099203
cb75fb62-e6e9-4763-a97c-1a2b919adc5a,0.157446112146532,0,0.0757410187336262,0.0843603643018732,0,0.0897782251724449,0.0515795984684782,0.0594248939291996,0.0444377072740108,0,0.0490610144745237,0,0.0546264379866257,0.26146151272382,0.0180813191076613,0.437729336335782,0,0.0651467059971651,0.16312786208586,0,0,0,0,0.341875734775592,0.941699813912276,1.6120021087376
d4e6dc5c-510c-4431-935a-62105b691699,0.189004158086863,0,0.239143441881833,0.00337871426119363,0,0.171713704882328,0.438068644489359,0.429130444027904,0,0,0.375018591363365,0,0.057922016492678,0.17483497247366,0.518135276161534,0.613200243119312,0,0.219766796293236,0.299751621176634,0,0,0,0,0.304793915532791,0.957017211713354,3.7290686247099
6fd76033-7c26-440c-beca-144bd18f7d58,0.134640128486997,0,0.161349166798857,0.0615697474880437,0,0.142871118393244,0.00848231035635946,0.0569137478366776,0.033483104368646,0,0,0.0159820963108119,0.029135184922791,0.0330076441154892,0.0257294964029635,0.133121924857498,0.000258387476826117,0.0042433749950778,0.314272272529908,0,0,0.00266488963072672,0,0.475862841785939,0.879721863163018,1.15772459497092
b6e47b05-afe9-41b5-b040-7fbcc62d4720,0.400811568348892,0.609333246813715,0.728616900696627,0.212510849472633,0.199532209890592,0.337663116521432,0,0.257292374755672,0.0559584591242251,0,0.0647638434830383,0.104833743366412,0.112625478570769,0.163581027972861,0.138868212995465,0.45761408645519,0,0.0625819873130865,0.156242106056813,0,0,0.0129659923866517,0,0.52099288369974,0.85274401230334,4.07579520422408
905f2f5b-4bf9-449c-a070-5d2cce702e29,0,0.113422803806181,0.0575147059671903,0,0.0390898443219486,0.0566462031272401,0,0.0167674521403227,0.0922471406334048,0,0,0.133689689578287,0.0284072120649417,0.0379371936595533,0.00342875489908273,0.137429110705574,0,0.0202623259707476,0.0388280555663798,0,0.0324726130263386,0.00520240324364319,0,0.482035763992302,0.877007138507026,0.813345508710834
e2a25905-7c92-4e43-81c0-d09268014334,0.0296780854560379,0.0508207957428748,0.0395045281747566,0.0189188640532493,0,0.09431453223201,0.0168000063449351,0.0451153708142822,0,0.00194385136871496,0.0267371084075367,0,0.0107023768335671,0.0623327313180848,0.0136695657484661,0.34527745604677,0.00413723101681774,0.00383063336719151,0.0942696236931203,0,0.00122508537260575,0.00281601104044715,0,0.43800187764578,0.899078879403453,0.862093857031468
0915dde6-5839-4705-8d9b-b01a6450feb6,0.107687705211434,0.195013595501728,0.0809531383044597,0.0906136738771364,0,0.218575600532113,0.0553188515219172,0.183524845892752,0.0587591914905848,0,0.176031626632219,0,0.0303376550713019,0.108112577106499,0.141526938527045,0.404945914387044,0,0.0190563672976632,0.260630847148234,0,0,0,0,0.476739083478339,0.882535556760066,2.13108852850213
46c4652a-ac2b-41db-a17d-02625822027f,0.169550384258028,0.0195436282868891,0.0875441675835405,0.290555874783898,0,0.0348589966779486,0,0.295727327834305,0.139019685895379,0,0,0.197136476780729,0.0426103122092117,0.112696035881027,0.137899170806501,0.182002905092962,0.000976540669271534,0.0449401783582382,0.0169224683906791,0,0,0.0247674095106885,0,0.282193150810339,0.97518162204384,1.7967515630193
1ca20860-4a2e-4d34-a479-5b56facc2c0a,0.125620942518913,0,0.0143622078393688,0.260068729000145,0,0.112886244042194,0.276571725733657,0.364754599618601,0,0.00519045110057825,0.120182202600893,0.0249477221552481,0.0237732646471328,0.0603174452118772,0.589367946066118,0.69768833801718,0.0106556153535539,0.0133762840421355,0.00873348388910135,0,0,0.0396328662271547,0,0.473355167838588,0.880083618282014,2.74813006806385
1463039d-7953-4216-9e8b-97f681332eff,0.0490154076224833,0.0486104839573325,0.05819506656723,0.101002745174022,0,0.102624679522181,0,0.161987447732655,0,0,0.16301765782749,0,0.0920108190235212,0.234727031986963,0.0233512835892516,0.139979069485118,0,0.0554210148819908,0.00575552745192778,0.01316370966776,0,0,0,0.312980084851548,0.95547438999272,1.24886194448992
9905b104-db34-4cc2-a6b9-bf3fcd21c9cd,0.0445650319902271,0.045128452259077,0.0748180348430147,0.0995039463251121,0,0.127044988264025,0,0.112790696025037,0.037936021077263,0,0.0942396488471528,0,0.0435764327637518,0.00221506309067256,0.0548381063126979,0.46714735888345,0.0679031062715763,0.0233680460348358,0,0.322234907936793,0,0.0207054035970208,0,0.375773193033525,0.926080894814714,1.63801524452171
020873c7-93d7-4eea-b25f-60663417d9bb,0.374692620181686,0.38293720418162,0.385422071122499,0.995038133331338,0.332251728286462,0,0.288263698381957,0.3761123962751,0.287584198281509,0,0.575659340814083,0,0.165076529689392,0.311299744127035,0.316222304933396,0.293678320780113,0,0.0612311629080955,0.175300230292931,0,0,0,0,0.35474805581861,0.939336013080475,5.32076968358722
08eca7af-fea6-4691-99d9-ec626d5bb4fa,0.163754918563836,0,0.334033541751137,0.158092508146328,0,0.102409432327472,0.0569344432625462,0.138027137950038,0.0449996156685107,0,0,0.00752877384889644,0.0291525851235991,0.16931016878586,0.0435334617943587,0.113355717306652,0.0731563178699617,0.0858566718011854,0.101143588253183,0.00742211042043565,0,0.0573362783207132,0,0.477786084825275,0.878429091801919,1.68604727119471
d7877cdd-a69b-4d4c-bb62-d279e18dbf88,0.0673221425423618,0,0.24300296569442,0.0285206483328036,0,0.227575235150288,0.0393603560035323,0.0773833025352258,0.0275499060138248,0,0.0477827784824192,0,0,0.22172150038688,0.167720754903439,0.283297938579127,0.00860631647204068,0.0260447264069512,0.367356020264779,0,0,0.0205050411161414,0,0.324276636455588,0.948746605861492,1.85374963288423
6070db25-079c-4bfa-889d-e4e447ceea70,0.184404766553729,0,0.0688526701624897,0.172835043074126,0,0.318453388150844,0,0.0527353306695373,0,0,0.000808802011297574,0.0714824553977469,0.062627316039274,0.368759156327941,0.0301110423519084,0.136777382957946,0.0234634696594367,0.0192059639662428,0.0669180874161377,0,0.0037191590243223,0,0,0.291540207570168,0.96727305051193,1.58115403376298
ab75bca7-5635-4839-a178-120a02ef575f,0.14411672916169,0,0.180234589587756,0.0535196451063287,0.0466729370775381,0.0182054565924429,0.0137769677532565,0.0341822748583296,0,0,0.0135880955241821,0,0.118598485953598,0.00436663515120589,0.0103654423218205,0.217173980125523,0.00236395512519244,0.000819705022135957,0.142210310413755,0,0,0,0,0.596960765835518,0.814291890991006,1.00019520977475
ef9c0189-9d4c-425c-8c21-7739fac91ee9,0.0254438068370154,0.014608799330115,0.138816076641319,0.0233154876842794,0.0218649424855276,0.0180328554511538,0.0153664113692316,0.039358865219197,0.0376949674113069,0.000379437793598041,0.0376988201946524,0,0,0.304959947433757,0.0716862805038073,0.180262996039193,0,0.0163950131620861,0.127700279279744,0,0,0,0,0.535998639492576,0.847529017109395,1.07358498683598
03ccc0be-5e48-4577-a4b3-4cd754c917e2,0.124936241676649,0,0.0457757284371206,0,0,0.23266375590018,0.121694733749753,0.0416006426002817,0,0,0.0920121249596568,0,0.00316415975675501,0.100567963936452,0.0116941250197278,0.156478092846566,0,0.0611079958593325,0.0504153428617134,0,0,0.0367788944789095,0,0.33446752945437,0.943189099149399,1.0788898020831
8d6e5037-8602-4a3f-a580-3f319aeeec8b,0.59797180818262,0,0.246503098843105,0.161786969903433,0,0.0463483259153058,0.00898350696315659,0.26469114327856,0.080232170112355,0,0,0.0688184645709512,0.0916064606386332,0.36929548419096,0.0784292649649009,0.287050739608622,0,0,0.170304781187317,0,0,0,0,0.454991480138228,0.889819367092392,2.47202221835992
0eecc108-eaa0-4723-8342-ddc7f91710f9,0.442794585511514,0.10562870528597,0.196050697382567,0.181889990860912,0.244213660100877,0.388275119787545,0.0543533615261966,0.0398109508155278,0,0,0.0713113384675495,0,0.101887455458593,0.180631677959714,0.07541426938399,0.145121067713003,0,0.0463168483221832,0.207243636301531,0,0,0,0,0.474297412493975,0.879675141265531,2.48094336487767
5d84f068-72eb-44aa-ad9d-6f8eaa4a8a32,0.050494629311406,0.0327160599173337,0.0535391984876517,0.0705493007180779,0,0.0781659838122783,0.00484168513878834,0.0502240890024192,0.0383633518199112,0,0.0137556126393274,0.0181643695779567,0.0340969204813743,0.0633245331486681,0.0279745694449399,0.148850901948441,0.00813674413744494,0.0145889835198559,0.0345239501748397,0.00436324484683447,0.017526471113218,0.00679068979433568,0,0.372217270822158,0.927571343455254,0.770991289035102
108e4f62-aa05-4297-9bc2-2fb82d687349,0.227422354433902,0,0.268013000361484,0.126062418590694,0,0.181269953720062,0.0347867800121341,0.027412613133364,0.0613903740108007,0,0,0.0573555281900906,0.0838092346973045,0.0266840277009806,0.0913784883219216,0.126314413303607,0.00952452409332831,0.00507123182795863,0.179263938796464,0,0.00565928947342089,0.0106637034857952,0,0.533186002816177,0.84856745280151,1.52208187415331
62a348d2-e7fd-48d0-9622-8b485da5e327,0.160779437543902,0,0.14720395808092,0.09367233768031,0.0915390758993269,0,0,0.0439649927438168,0,0.0386939806277032,0.111621649109913,0,0,0.107818330516898,0.0762430098184595,0.476107792497145,0.0190929873301589,0,0.178501393210231,0,0,0.0180738201896917,0,0.375241142191035,0.92666980082407,1.56331276524848
a03bda91-0936-4c67-9508-4903f84c980f,0.0328361184440067,0.0213548857791604,0.0162181860882776,0.0348430435961525,0.0310689246372561,0.0566748824336774,0.0607999184982569,0.0537829086959103,0,0,0.0622402300484176,0.00543305478609492,0.0611482296291079,0.143265327068299,0.0157880064439662,0.115920014950678,0.0416638091823047,0.00189637988382297,0,0.205628413022351,0.0134341652955669,0.00846920400796479,0,0.184171122584753,1.00701842629111,0.982465702491272
00f70d11-3b58-4517-82ec-258cced34a60,0.182082337256145,0.205353680597833,1.32025780242658,0.249002773624677,0,0.769003943636021,0.0413443097726044,0.548117300253316,0,0,0,0.0991185520043743,0.234837969317863,0.683298758271259,0.270807641467934,0.91771825527708,0,0,0.0491955331391458,0.0442756273928664,0,0,0,0.428826068579457,0.903765579304369,5.6144144844377
9ac00677-9ba1-4ee9-bf02-ecb04533f45d,0.49976993614886,0,0.433762089240789,0.126744932745997,0.0681866846858406,0,0.0294951052263304,0.11422862868817,0.0833823785100712,0,0,0.00065184297775768,0.00363052127801211,0.30146237039286,0.0687959681718253,0.14702391247649,0.00622361858081851,0,0.126535612415335,0.00584022855031045,0,0,0,0.556636784605503,0.829955725709026,2.01573383008947
c3916163-fdc5-4048-9ac4-bf3de91091ce,0.146376950506537,0,0.338508905666386,0.169304935597243,0.0478723837108823,0,0.0359869671062977,0.0648647166290778,0,0,0.027879591749298,0,0.0233009833834376,0.201219177259595,0.0249296073791554,0.11578517106604,0.0148703176272568,0,0.127360278401459,0.00421001096214518,0,0,0,0.534063709847108,0.845676385932548,1.34246999704481
117a3e8a-4568-44a6-baee-9a5ab002042d,0.157666306690052,0.0409863026526904,0.0855470404004521,0.031520229263233,0,0.184143520044579,0.0825999012651969,0.0415150044886902,0.0212887210804634,0,0.0346461674488353,0,0.112457785399582,0.0107914446767137,0.00369086026687247,0.177354655579245,0,0.0686676598841789,0.579663904524724,0,0,0,0,0.478985541267119,0.879020093804992,1.63253950366551
